ID,PIN,EMAIL,TIPO
3583,'cliente1931','cliente1931@example.com',1
3584,'cliente1932','cliente1932@example.com',1
3585,'cliente1933','cliente1933@example.com',1
3586,'cliente1934','cliente1934@example.com',1
3587,'cliente1935','cliente1935@example.com',1
3588,'cliente1936','cliente1936@example.com',1
3589,'cliente1937','cliente1937@example.com',1
3590,'cliente1938','cliente1938@example.com',1
3591,'cliente1939','cliente1939@example.com',1
3592,'cliente1940','cliente1940@example.com',1
3593,'cliente1941','cliente1941@example.com',1
3594,'empresa376','empresa376@example.com',2
3595,'cliente1943','cliente1943@example.com',1
3596,'cliente1944','cliente1944@example.com',1
3597,'cliente1945','cliente1945@example.com',1
3598,'cliente1946','cliente1946@example.com',1
3599,'empresa377','empresa377@example.com',2
3600,'cliente1948','cliente1948@example.com',1
3601,'cliente1949','cliente1949@example.com',1
3602,'cliente1950','cliente1950@example.com',1
3603,'cliente1951','cliente1951@example.com',1
3604,'cliente1952','cliente1952@example.com',1
3605,'cliente1953','cliente1953@example.com',1
3606,'cliente1954','cliente1954@example.com',1
3607,'cliente1955','cliente1955@example.com',1
3608,'cliente1956','cliente1956@example.com',1
3609,'cliente1957','cliente1957@example.com',1
3610,'cliente1958','cliente1958@example.com',1
3611,'empresa378','empresa378@example.com',2
3612,'cliente1960','cliente1960@example.com',1
3613,'cliente1961','cliente1961@example.com',1
3614,'cliente1962','cliente1962@example.com',1
3615,'cliente1963','cliente1963@example.com',1
3616,'cliente1964','cliente1964@example.com',1
3617,'cliente1965','cliente1965@example.com',1
3618,'cliente1966','cliente1966@example.com',1
3619,'cliente1967','cliente1967@example.com',1
3620,'cliente1968','cliente1968@example.com',1
3621,'empresa379','empresa379@example.com',2
3622,'cliente1970','cliente1970@example.com',1
3623,'cliente1971','cliente1971@example.com',1
3624,'cliente1972','cliente1972@example.com',1
3625,'cliente1973','cliente1973@example.com',1
3626,'cliente1974','cliente1974@example.com',1
3627,'cliente1975','cliente1975@example.com',1
3628,'cliente1976','cliente1976@example.com',1
3629,'cliente1977','cliente1977@example.com',1
3630,'cliente1978','cliente1978@example.com',1
3631,'cliente1979','cliente1979@example.com',1
3632,'cliente1980','cliente1980@example.com',1
3633,'empresa380','empresa380@example.com',2
3634,'cliente1982','cliente1982@example.com',1
3635,'cliente1983','cliente1983@example.com',1
3636,'cliente1984','cliente1984@example.com',1
3637,'cliente1985','cliente1985@example.com',1
3638,'cliente1986','cliente1986@example.com',1
3639,'cliente1987','cliente1987@example.com',1
3640,'cliente1988','cliente1988@example.com',1
3641,'cliente1989','cliente1989@example.com',1
3642,'empresa381','empresa381@example.com',2
3643,'cliente1991','cliente1991@example.com',1
3644,'empresa382','empresa382@example.com',2
3645,'cliente1993','cliente1993@example.com',1
3646,'empresa383','empresa383@example.com',2
3647,'empresa384','empresa384@example.com',2
3648,'cliente1996','cliente1996@example.com',1
3649,'cliente1997','cliente1997@example.com',1
3650,'cliente1998','cliente1998@example.com',1
3651,'cliente1999','cliente1999@example.com',1
3652,'cliente2000','cliente2000@example.com',1
3653,'cliente2001','cliente2001@example.com',1
3654,'cliente2002','cliente2002@example.com',1
3655,'cliente2003','cliente2003@example.com',1
3656,'cliente2004','cliente2004@example.com',1
3657,'cliente2005','cliente2005@example.com',1
3658,'empresa385','empresa385@example.com',2
3659,'cliente2007','cliente2007@example.com',1
3660,'cliente2008','cliente2008@example.com',1
3661,'cliente2009','cliente2009@example.com',1
3662,'cliente2010','cliente2010@example.com',1
3663,'empresa386','empresa386@example.com',2
3664,'cliente2012','cliente2012@example.com',1
3665,'cliente2013','cliente2013@example.com',1
3666,'cliente2014','cliente2014@example.com',1
3667,'empresa387','empresa387@example.com',2
3668,'empresa388','empresa388@example.com',2
3669,'cliente2017','cliente2017@example.com',1
3670,'cliente2018','cliente2018@example.com',1
3671,'cliente2019','cliente2019@example.com',1
3672,'empresa389','empresa389@example.com',2
3673,'cliente2021','cliente2021@example.com',1
3674,'cliente2022','cliente2022@example.com',1
3675,'cliente2023','cliente2023@example.com',1
3676,'cliente2024','cliente2024@example.com',1
3677,'cliente2025','cliente2025@example.com',1
3678,'empresa390','empresa390@example.com',2
3679,'cliente2027','cliente2027@example.com',1
3680,'cliente2028','cliente2028@example.com',1
3681,'cliente2029','cliente2029@example.com',1
3682,'cliente2030','cliente2030@example.com',1
3683,'cliente2031','cliente2031@example.com',1
3684,'cliente2032','cliente2032@example.com',1
3685,'cliente2033','cliente2033@example.com',1
3686,'cliente2034','cliente2034@example.com',1
3687,'empresa391','empresa391@example.com',2
3688,'empresa392','empresa392@example.com',2
3689,'cliente2037','cliente2037@example.com',1
3690,'cliente2038','cliente2038@example.com',1
3691,'empresa393','empresa393@example.com',2
3692,'cliente2040','cliente2040@example.com',1
3693,'cliente2041','cliente2041@example.com',1
3694,'cliente2042','cliente2042@example.com',1
3695,'cliente2043','cliente2043@example.com',1
3696,'empresa394','empresa394@example.com',2
3697,'empresa395','empresa395@example.com',2
3698,'cliente2046','cliente2046@example.com',1
3699,'cliente2047','cliente2047@example.com',1
3700,'cliente2048','cliente2048@example.com',1
3701,'cliente2049','cliente2049@example.com',1
3702,'cliente2050','cliente2050@example.com',1
3703,'cliente2051','cliente2051@example.com',1
3704,'empresa396','empresa396@example.com',2
3705,'cliente2053','cliente2053@example.com',1
3706,'cliente2054','cliente2054@example.com',1
3707,'cliente2055','cliente2055@example.com',1
3708,'cliente2056','cliente2056@example.com',1
3709,'empresa397','empresa397@example.com',2
3710,'empresa398','empresa398@example.com',2
3711,'cliente2059','cliente2059@example.com',1
3712,'cliente2060','cliente2060@example.com',1
3713,'cliente2061','cliente2061@example.com',1
3714,'cliente2062','cliente2062@example.com',1
3715,'cliente2063','cliente2063@example.com',1
3716,'cliente2064','cliente2064@example.com',1
3717,'cliente2065','cliente2065@example.com',1
3718,'cliente2066','cliente2066@example.com',1
3719,'cliente2067','cliente2067@example.com',1
3720,'cliente2068','cliente2068@example.com',1
3721,'cliente2069','cliente2069@example.com',1
3722,'empresa399','empresa399@example.com',2
3723,'cliente2071','cliente2071@example.com',1
3724,'cliente2072','cliente2072@example.com',1
3725,'cliente2073','cliente2073@example.com',1
3726,'cliente2074','cliente2074@example.com',1
3727,'cliente2075','cliente2075@example.com',1
3728,'cliente2076','cliente2076@example.com',1
3729,'empresa400','empresa400@example.com',2
3730,'cliente2078','cliente2078@example.com',1
3731,'cliente2079','cliente2079@example.com',1
3732,'cliente2080','cliente2080@example.com',1
3733,'cliente2081','cliente2081@example.com',1
3734,'cliente2082','cliente2082@example.com',1
3735,'cliente2083','cliente2083@example.com',1
3736,'empresa401','empresa401@example.com',2
3737,'cliente2085','cliente2085@example.com',1
3738,'cliente2086','cliente2086@example.com',1
3739,'cliente2087','cliente2087@example.com',1
3740,'cliente2088','cliente2088@example.com',1
3741,'cliente2089','cliente2089@example.com',1
3742,'cliente2090','cliente2090@example.com',1
3743,'cliente2091','cliente2091@example.com',1
3744,'cliente2092','cliente2092@example.com',1
3745,'empresa402','empresa402@example.com',2
3746,'empresa403','empresa403@example.com',2
3747,'cliente2095','cliente2095@example.com',1
3748,'cliente2096','cliente2096@example.com',1
3749,'cliente2097','cliente2097@example.com',1
3750,'empresa404','empresa404@example.com',2
3751,'empresa405','empresa405@example.com',2
3752,'empresa406','empresa406@example.com',2
3753,'cliente2101','cliente2101@example.com',1
3754,'cliente2102','cliente2102@example.com',1
3755,'cliente2103','cliente2103@example.com',1
3756,'cliente2104','cliente2104@example.com',1
3757,'cliente2105','cliente2105@example.com',1
3758,'cliente2106','cliente2106@example.com',1
3759,'cliente2107','cliente2107@example.com',1
3760,'cliente2108','cliente2108@example.com',1
3761,'cliente2109','cliente2109@example.com',1
3762,'cliente2110','cliente2110@example.com',1
3763,'cliente2111','cliente2111@example.com',1
3764,'cliente2112','cliente2112@example.com',1
3765,'cliente2113','cliente2113@example.com',1
3766,'cliente2114','cliente2114@example.com',1
3767,'empresa407','empresa407@example.com',2
3768,'cliente2116','cliente2116@example.com',1
3769,'empresa408','empresa408@example.com',2
3770,'cliente2118','cliente2118@example.com',1
3771,'cliente2119','cliente2119@example.com',1
3772,'cliente2120','cliente2120@example.com',1
3773,'empresa409','empresa409@example.com',2
3774,'cliente2122','cliente2122@example.com',1
3775,'cliente2123','cliente2123@example.com',1
3776,'cliente2124','cliente2124@example.com',1
3777,'cliente2125','cliente2125@example.com',1
3778,'cliente2126','cliente2126@example.com',1
3779,'cliente2127','cliente2127@example.com',1
3780,'cliente2128','cliente2128@example.com',1
3781,'cliente2129','cliente2129@example.com',1
3782,'cliente2130','cliente2130@example.com',1
3783,'empresa410','empresa410@example.com',2
3784,'cliente2132','cliente2132@example.com',1
3785,'cliente2133','cliente2133@example.com',1
3786,'cliente2134','cliente2134@example.com',1
3787,'empresa411','empresa411@example.com',2
3788,'cliente2136','cliente2136@example.com',1
3789,'cliente2137','cliente2137@example.com',1
3790,'empresa412','empresa412@example.com',2
3791,'cliente2139','cliente2139@example.com',1
3792,'cliente2140','cliente2140@example.com',1
3793,'cliente2141','cliente2141@example.com',1
3794,'cliente2142','cliente2142@example.com',1
3795,'cliente2143','cliente2143@example.com',1
3796,'cliente2144','cliente2144@example.com',1
3797,'cliente2145','cliente2145@example.com',1
3798,'empresa413','empresa413@example.com',2
3799,'cliente2147','cliente2147@example.com',1
3800,'cliente2148','cliente2148@example.com',1
3801,'cliente2149','cliente2149@example.com',1
3802,'cliente2150','cliente2150@example.com',1
3803,'cliente2151','cliente2151@example.com',1
3804,'cliente2152','cliente2152@example.com',1
3805,'empresa414','empresa414@example.com',2
3806,'empresa415','empresa415@example.com',2
3807,'cliente2155','cliente2155@example.com',1
3808,'cliente2156','cliente2156@example.com',1
3809,'cliente2157','cliente2157@example.com',1
3810,'cliente2158','cliente2158@example.com',1
3811,'cliente2159','cliente2159@example.com',1
3812,'cliente2160','cliente2160@example.com',1
3813,'cliente2161','cliente2161@example.com',1
3814,'cliente2162','cliente2162@example.com',1
3815,'cliente2163','cliente2163@example.com',1
3816,'cliente2164','cliente2164@example.com',1
3817,'cliente2165','cliente2165@example.com',1
3818,'cliente2166','cliente2166@example.com',1
3819,'cliente2167','cliente2167@example.com',1
3820,'cliente2168','cliente2168@example.com',1
3821,'cliente2169','cliente2169@example.com',1
3822,'cliente2170','cliente2170@example.com',1
3823,'empresa416','empresa416@example.com',2
3824,'cliente2172','cliente2172@example.com',1
3825,'cliente2173','cliente2173@example.com',1
3826,'cliente2174','cliente2174@example.com',1
3827,'cliente2175','cliente2175@example.com',1
3828,'cliente2176','cliente2176@example.com',1
3829,'cliente2177','cliente2177@example.com',1
3830,'empresa417','empresa417@example.com',2
3831,'cliente2179','cliente2179@example.com',1
3832,'cliente2180','cliente2180@example.com',1
3833,'cliente2181','cliente2181@example.com',1
3834,'cliente2182','cliente2182@example.com',1
3835,'cliente2183','cliente2183@example.com',1
3836,'cliente2184','cliente2184@example.com',1
3837,'empresa418','empresa418@example.com',2
3838,'cliente2186','cliente2186@example.com',1
3839,'cliente2187','cliente2187@example.com',1
3840,'empresa419','empresa419@example.com',2
3841,'cliente2189','cliente2189@example.com',1
3842,'cliente2190','cliente2190@example.com',1
3843,'cliente2191','cliente2191@example.com',1
3844,'cliente2192','cliente2192@example.com',1
3845,'cliente2193','cliente2193@example.com',1
3846,'cliente2194','cliente2194@example.com',1
3847,'cliente2195','cliente2195@example.com',1
3848,'cliente2196','cliente2196@example.com',1
3849,'empresa420','empresa420@example.com',2
3850,'cliente2198','cliente2198@example.com',1
3851,'cliente2199','cliente2199@example.com',1
3852,'cliente2200','cliente2200@example.com',1
3853,'empresa421','empresa421@example.com',2
3854,'cliente2202','cliente2202@example.com',1
3855,'cliente2203','cliente2203@example.com',1
3856,'cliente2204','cliente2204@example.com',1
3857,'cliente2205','cliente2205@example.com',1
3858,'cliente2206','cliente2206@example.com',1
3859,'cliente2207','cliente2207@example.com',1
3860,'cliente2208','cliente2208@example.com',1
3861,'cliente2209','cliente2209@example.com',1
3862,'cliente2210','cliente2210@example.com',1
3863,'empresa422','empresa422@example.com',2
3864,'cliente2212','cliente2212@example.com',1
3865,'cliente2213','cliente2213@example.com',1
3866,'cliente2214','cliente2214@example.com',1
3867,'cliente2215','cliente2215@example.com',1
3868,'cliente2216','cliente2216@example.com',1
3869,'cliente2217','cliente2217@example.com',1
3870,'cliente2218','cliente2218@example.com',1
3871,'empresa423','empresa423@example.com',2
3872,'cliente2220','cliente2220@example.com',1
3873,'cliente2221','cliente2221@example.com',1
3874,'cliente2222','cliente2222@example.com',1
3875,'empresa424','empresa424@example.com',2
3876,'cliente2224','cliente2224@example.com',1
3877,'empresa425','empresa425@example.com',2
3878,'cliente2226','cliente2226@example.com',1
3879,'cliente2227','cliente2227@example.com',1
3880,'cliente2228','cliente2228@example.com',1
3881,'cliente2229','cliente2229@example.com',1
3882,'empresa426','empresa426@example.com',2
3883,'cliente2231','cliente2231@example.com',1
3884,'empresa427','empresa427@example.com',2
3885,'cliente2233','cliente2233@example.com',1
3886,'cliente2234','cliente2234@example.com',1
3887,'cliente2235','cliente2235@example.com',1
3888,'empresa428','empresa428@example.com',2
3889,'cliente2237','cliente2237@example.com',1
3890,'cliente2238','cliente2238@example.com',1
3891,'cliente2239','cliente2239@example.com',1
3892,'cliente2240','cliente2240@example.com',1
3893,'cliente2241','cliente2241@example.com',1
3894,'cliente2242','cliente2242@example.com',1
3895,'cliente2243','cliente2243@example.com',1
3896,'empresa429','empresa429@example.com',2
3897,'cliente2245','cliente2245@example.com',1
3898,'cliente2246','cliente2246@example.com',1
3899,'cliente2247','cliente2247@example.com',1
3900,'cliente2248','cliente2248@example.com',1
3901,'empresa430','empresa430@example.com',2
